time	aortic_valve_pos	mitral_valve_pos	muscle_length	muscle_stress	muscle_ATP_used_per_liter_per_s	muscle_ATP_concentration	hr_new_beat	hr_heart_rate_bpm	memb_Ca_cytosol	memb_Ca_sr	memb_activation	memb_t_open_left_s	memb_k_serca	memb_k_leak	memb_k_active	memb_J_release	memb_J_uptake	mito_volume	mito_ATP_generated_M_per_liter_per_s	fs_muscle_length	fs_muscle_stress	fs_hs_length	fs_hs_stress_titin	fs_hs_stress_extracellular	fs_hs_stress_viscous	fs_hs_stress_total	fs_hs_a_pop_0	fs_hs_a_pop_1	fs_hs_m_pop_0	fs_hs_m_pop_1	fs_hs_m_pop_2	fs_hs_m_pop_3	fs_hs_c_pop_0	fs_hs_c_pop_1	fs_hs_c_pop_2	fs_sc_extension	fs_sc_last_extension	fs_sc_force	vent_wall_volume	vent_wall_thickness	vent_chamber_radius	vent_chamber_height	vent_n_hs	vent_stroke_work_J	vent_stroke_energy_used_J	vent_efficiency	vent_ejection_fraction	vent_ATP_used_per_s	vent_stroke_volume	vent_cardiac_output	rc_1_C	rc_heart_rate_t_RR_interval_s	rc_2_C	rc_membranes_k_active	rc_3_C	rc_membranes_k_serca	rc_4_C	rc_FiberSim_m_state_1_trans_1_param_1	rc_5_C	rc_FiberSim_k_on	rc_6_C	rc_circulation_resistance_4	rc_7_C	rc_circulation_compliance_7	baro_active	baro_P_set	baro_A	baro_B	gc_1_prop_signal	gc_1_deriv_signal	gc_1_output	gc_1_slope	gc_2_prop_signal	gc_2_deriv_signal	gc_2_output	gc_2_slope	growth_active	circ_blood_volume	pressure_0	pressure_1	pressure_2	pressure_3	pressure_4	pressure_5	pressure_6	volume_0	volume_1	volume_2	volume_3	volume_4	volume_5	volume_6	flow_0	flow_1	flow_2	flow_3	flow_4	flow_5	flow_6
8.07	1	0	964.41	11160.7	-0.00197285	0.00790425	0	60	5.58657e-07	0.000999441	0	-0.06	8	0.0006	0.082	5.99665e-07	4.46925e-06	3.6e-05	0.000396	964.41	11160.7	963.294	449.111	15.9181	-65.1632	5066.38	0.1875	0.8125	0.686728	0.231481	0.029321	0.0524691	1	0	0	1.11607	1.12216	11160.7	0.1	0.00889768	0.0202585	0.0909029	160981	0.663749	-1.21182	0.547727	0.632769	-0.000197285	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.473659	0.5	0	0	0	0	0	0	0	0	0	4.5	90.2654	79.4537	65.5682	22.8717	11.0008	8.62919	7.55299	0.0781364	0.331975	0.352748	0.122878	0.2511	0.758869	2.60429	-0	0.540582	0.347139	0.0533706	0.0474834	0.0474322	0.05381
8.08	1	0	958.586	10719.6	-0.000986425	0.00789046	0	60	5.21468e-07	0.000999479	0	-0.07	8	0.0006	0.082	5.99687e-07	4.17175e-06	3.6e-05	0.000396	958.586	10719.6	957.514	384.682	8.70753	-56.1658	5618.39	0.194444	0.805556	0.712963	0.214506	0.0277778	0.0447531	1	0	0	1.07196	1.07706	10719.6	0.1	0.00918651	0.0199646	0.0881041	160981	0.663749	-1.21182	0.547727	0.632769	-9.86425e-05	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.481452	0.5	0	0	0	0	0	0	0	0	0	4.5	91.5066	82.5776	69.1658	22.9495	11.0091	8.62716	7.5597	0.073549	0.333142	0.35561	0.12296	0.251101	0.758809	2.60483	-0	0.44645	0.335295	0.0577703	0.0477615	0.0476393	0.0533733
8.09	1	0	953.541	10263.5	-0.000986425	0.00788159	0	60	4.87139e-07	0.000999513	0	-0.08	8	0.0006	0.082	5.99708e-07	3.89711e-06	3.6e-05	0.000396	953.541	10263.5	952.514	328.954	2.83322	-49.3644	7821.54	0.233796	0.766204	0.762346	0.181327	0.0208333	0.0354938	1	0	0	1.02635	1.02879	10263.5	0.1	0.00944665	0.0197055	0.0857077	160981	0.663749	-1.21182	0.547727	0.632769	-9.86425e-05	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.485876	0.5	0	0	0	0	0	0	0	0	0	4.5	91.6372	84.3489	72.445	23.0662	11.0244	8.62536	7.56634	0.0697031	0.333806	0.358192	0.12308	0.251103	0.758756	2.60536	-0	0.364419	0.297598	0.0617234	0.0481675	0.04798	0.0529509
8.1	1	0	947.325	10456.1	-0.000986425	0.00786879	0	60	4.5545e-07	0.000999545	0	-0.09	8	0.0006	0.082	5.99727e-07	3.6436e-06	3.6e-05	0.000396	947.325	10456.1	946.279	260.115	-4.22062	-77.0816	9390.46	0.236111	0.763889	0.694444	0.226852	0.0231481	0.0555556	1	0	0	1.04561	1.04668	10456.1	0.1	0.00975294	0.0193916	0.0828393	160981	0.663749	-1.21182	0.547727	0.632769	-9.86425e-05	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.494244	0.5	0	0	0	0	0	0	0	0	0	4.5	98.344	87.6975	75.3469	23.215	11.0456	8.62383	7.57294	0.0652416	0.335303	0.360521	0.123232	0.251105	0.758711	2.60589	-0	0.532324	0.308766	0.0651648	0.0486776	0.0484358	0.0525446
8.11	1	0	939.996	9783.68	-0.000986425	0.007854	0	60	4.26197e-07	0.000999574	0	-0.1	8	0.0006	0.082	5.99744e-07	3.40957e-06	3.6e-05	0.000396	939.996	9783.68	939.018	181.674	-12.9782	-53.0026	4988.64	0.291667	0.708333	0.712963	0.215278	0.0262346	0.0455247	1	0	0	0.978368	0.983163	9783.68	0.1	0.0101717	0.0189938	0.0794253	160981	0.663749	-1.21182	0.547727	0.632769	-9.86425e-05	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.506738	0.5	0	0	0	0	0	0	0	0	0	4.5	100.186	92.6955	78.7449	23.3947	11.0722	8.6226	7.57948	0.0600126	0.337104	0.363276	0.123415	0.251108	0.758675	2.60641	-0	0.374539	0.348764	0.0691878	0.0492899	0.0489924	0.0521558
8.12	1	0	935.712	9131.25	-0.000986425	0.00784613	0	60	3.99193e-07	0.000999601	0	-0.11	8	0.0006	0.082	5.9976e-07	3.19355e-06	3.6e-05	0.000396	935.712	9131.25	934.799	136.375	-18.4004	-37.9049	6364.42	0.3125	0.6875	0.729938	0.221451	0.0154321	0.033179	1	0	0	0.913125	0.915892	9131.25	0.1	0.0104301	0.0187557	0.0774504	160981	0.663749	-1.21182	0.547727	0.632769	-9.86425e-05	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.506325	0.5	0	0	0	0	0	0	0	0	0	4.5	97.6828	92.53	81.7758	23.6075	11.1046	8.6217	7.58598	0.0570622	0.337001	0.365617	0.12363	0.251111	0.758649	2.60693	-0	0.257639	0.268856	0.0727103	0.0500115	0.0496581	0.0517858
8.13	1	0	930.835	8960.3	-0.000986425	0.00784713	0	60	3.74266e-07	0.000999626	0	-0.12	8	0.0006	0.082	5.99775e-07	2.99413e-06	3.6e-05	0.000396	930.835	8960.3	929.939	84.628	-24.9702	-51.4881	4853.36	0.391204	0.608796	0.714506	0.227623	0.0239198	0.0339506	1	0	0	0.89603	0.900137	8960.3	0.1	0.0107071	0.0184902	0.0752646	160981	0.663749	-1.21182	0.547727	0.632769	-9.86425e-05	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.509837	0.5	0	0	0	0	0	0	0	0	0	4.5	100.876	93.9355	83.9994	23.8425	11.1418	8.62115	7.59244	0.053893	0.337673	0.367373	0.123867	0.251115	0.758634	2.60745	-0	0.347051	0.248403	0.0751961	0.0508029	0.0504121	0.0514359
8.14	1	0	925.781	8491.78	-0	0.00784122	0	60	3.51255e-07	0.000999649	0	-0.13	8	0.0006	0.082	5.99789e-07	2.81004e-06	3.6e-05	0.000396	925.781	8491.78	924.931	31.6694	-32.1199	-40.0157	4753.87	0.460648	0.539352	0.762346	0.1875	0.0162037	0.0339506	1	0	0	0.849178	0.852916	8491.78	0.1	0.0110282	0.018201	0.0729863	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.515054	0.5	0	0	0	0	0	0	0	0	0	4.5	101.142	96.0234	86.1828	24.0935	11.1822	8.62098	7.59885	0.0506394	0.338419	0.369115	0.12412	0.251119	0.75863	2.60796	-0	0.255933	0.246015	0.0776116	0.0516453	0.0512244	0.0511068
8.15	1	0	923.271	7843.02	-0	0.00783729	0	60	3.30014e-07	0.00099967	0	-0.14	8	0.0006	0.082	5.99802e-07	2.64011e-06	3.6e-05	0.000396	923.271	7843.02	922.487	5.55678	-35.7572	-10.3169	5565.51	0.569444	0.430556	0.787037	0.183642	0.00925926	0.0200617	1	0	0	0.784302	0.78658	7843.02	0.1	0.0112144	0.018047	0.0718306	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.512772	0.5	0	0	0	0	0	0	0	0	0	4.5	96.3063	95.11	87.9549	24.3585	11.2255	8.6212	7.60522	0.0489978	0.337925	0.370463	0.124386	0.251123	0.758637	2.60847	-0	0.0598144	0.178879	0.0794954	0.0525321	0.0520863	0.050799
8.16	1	0	921.982	7733.27	-0	0.00783632	0	60	3.10405e-07	0.00099969	0	-0.15	8	0.0006	0.082	5.99814e-07	2.48324e-06	3.6e-05	0.000396	921.982	7733.27	921.209	-8.05014	-37.6996	-19.9562	7256.11	0.590278	0.409722	0.768519	0.194444	0.0131173	0.0239198	1	0	0	0.773327	0.773804	7733.27	0.1	0.0112886	0.0179757	0.0712724	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.50839	0.5	0	0	0	0	0	0	0	0	0	4.5	95.7121	93.3561	88.7163	24.6278	11.2706	8.6218	7.61155	0.0482336	0.337344	0.371009	0.124654	0.251128	0.758657	2.60897	-0	0.117797	0.115995	0.0801106	0.0534289	0.0529759	0.0505126
8.17	1	0	917.624	7823.06	-0	0.00783732	0	60	2.92305e-07	0.000999708	0	-0.16	8	0.0006	0.082	5.99825e-07	2.33844e-06	3.6e-05	0.000396	917.624	7823.06	916.842	-54.2788	-44.5452	-42.5204	6089.04	0.5625	0.4375	0.774691	0.180556	0.0123457	0.0324074	1	0	0	0.782306	0.78404	7823.06	0.1	0.0115512	0.0177287	0.0693832	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.515215	0.5	0	0	0	0	0	0	0	0	0	4.5	101.468	96.0879	89.3581	24.8921	11.3157	8.6228	7.61785	0.0456737	0.338536	0.371574	0.124918	0.251132	0.758688	2.60948	-0	0.26899	0.168245	0.0805825	0.0543056	0.0538574	0.0502474
8.18	1	0	914.066	7517.22	-0.000986425	0.00783437	0	60	2.75596e-07	0.000999724	0	-0.17	8	0.0006	0.082	5.99835e-07	2.20477e-06	3.6e-05	0.000396	914.066	7517.22	913.314	-91.7771	-50.324	-37.4297	6711.23	0.631944	0.368056	0.74537	0.212963	0.0131173	0.0285494	1	0	0	0.751722	0.752528	7517.22	0.1	0.0117977	0.0175154	0.06782	160981	0.663749	-1.21182	0.547727	0.632769	-9.86425e-05	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.517874	0.5	0	0	0	0	0	0	0	0	0	4.5	101.452	97.1526	90.5006	25.1559	11.3606	8.62417	7.62412	0.043577	0.33891	0.372485	0.125182	0.251137	0.75873	2.60998	-0	0.214981	0.166299	0.0816809	0.0551812	0.0547289	0.0500026
8.19	1	0	912.086	6983.24	-0.00197285	0.00783143	0	60	2.60172e-07	0.00099974	0	-0.18	8	0.0006	0.082	5.99844e-07	2.08138e-06	3.6e-05	0.000396	912.086	6983.24	911.387	-112.438	-53.5764	-3.45459	6291.38	0.627315	0.372685	0.804012	0.169753	0.00848765	0.0177469	1	0	0	0.698324	0.699016	6983.24	0.1	0.0119669	0.0173846	0.0669131	160981	0.663749	-1.21182	0.547727	0.632769	-0.000197285	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.516757	0.5	0	0	0	0	0	0	0	0	0	4.5	97.1018	96.7052	91.4703	25.4213	11.4061	8.62591	7.63035	0.0423542	0.338571	0.373225	0.125448	0.251141	0.758783	2.61048	-0	0.0198307	0.130873	0.0825613	0.0560608	0.0556036	0.0497778
8.2	0.920351	0	913.883	6458.97	-0	0.00783243	0	60	2.45934e-07	0.000999754	0	-0.19	8	0.0006	0.082	5.99852e-07	1.96747e-06	3.6e-05	0.000396	913.883	6458.97	913.237	-92.5127	-50.4518	31.0119	5048.2	0.761574	0.238426	0.770062	0.208333	0.00694444	0.0146605	1	0	0	0.645897	0.647308	6458.97	0.1	0.011876	0.0174808	0.0676489	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.50656	0.5	0	0	0	0	0	0	0	0	0	4.5	88.7555	92.624	91.5493	25.6827	11.4517	8.62801	7.63657	0.0432954	0.336845	0.373184	0.125708	0.251146	0.758847	2.61097	-0	-0.17802	0.026868	0.0823333	0.0569239	0.0564733	0.0495725
8.21	0.182846	0	916.271	6248.37	-0	0.00783639	0	60	2.3279e-07	0.000999767	0	-0.2	8	0.0006	0.082	5.9986e-07	1.86232e-06	3.6e-05	0.000396	916.271	6248.37	915.646	-66.802	-46.4789	6.57739	6082.76	0.787037	0.212963	0.79321	0.189043	0.00308642	0.0146605	1	0	0	0.624837	0.625002	6248.37	0.1	0.0116917	0.0176316	0.0687239	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.497437	0.5	0	0	0	0	0	0	0	0	0	4.5	82.8421	88.9747	90.3882	25.926	11.4956	8.63047	7.64275	0.0447458	0.335569	0.372195	0.125949	0.25115	0.758922	2.61147	-0	-0.0560668	-0.0353368	0.0805777	0.0577219	0.0573019	0.0493859
8.22	0	0	916.271	5775.97	-0	0.00783739	0	60	2.20658e-07	0.000999779	0	-0.21	8	0.0006	0.082	5.99868e-07	1.76526e-06	3.6e-05	0.000396	916.271	5775.97	915.693	-65.8604	-46.4024	0.242703	3419.22	0.865741	0.134259	0.837963	0.149691	0.00308642	0.00925926	1	0	0	0.577597	0.579954	5775.97	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.498078	0.5	0	0	0	0	0	0	0	0	0	4.5	77.055	89.2312	89.1721	26.1427	11.5357	8.63325	7.64891	0.0447629	0.335691	0.37126	0.126163	0.251154	0.759006	2.61196	-0	-0	0.00147819	0.0787867	0.0584281	0.0580489	0.0492167
8.23	0	0	916.271	5266.37	-0	0.00783741	0	60	2.09458e-07	0.000999791	0	-0.22	8	0.0006	0.082	5.99874e-07	1.67566e-06	3.6e-05	0.000396	916.271	5266.37	915.744	-65.3036	-46.3196	0.227041	3004.62	0.828704	0.171296	0.841049	0.149691	0.000771605	0.00848765	1	0	0	0.526637	0.528898	5266.37	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.497474	0.5	0	0	0	0	0	0	0	0	0	4.5	70.2866	88.9897	88.3157	26.3373	11.5721	8.63632	7.65506	0.0447629	0.335579	0.370592	0.126356	0.251158	0.759099	2.61245	-0	-0	0.0168509	0.0774731	0.0590608	0.0587148	0.049063
8.24	0	0	916.271	4334.2	-0	0.00783939	0	60	1.99119e-07	0.000999801	0	-0.23	8	0.0006	0.082	5.99881e-07	1.59295e-06	3.6e-05	0.000396	916.271	4334.2	915.837	-64.0655	-46.1681	0.333563	999.641	0.900463	0.099537	0.868827	0.128086	0	0.00308642	1	0	0	0.43342	0.436755	4334.2	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.496237	0.5	0	0	0	0	0	0	0	0	0	4.5	58.2374	88.4949	87.6011	26.5136	11.6054	8.63965	7.66118	0.0447629	0.335376	0.370027	0.12653	0.251161	0.7592	2.61294	-0	-0	0.0223458	0.0763593	0.059633	0.0593147	0.0489233
8.25	0	0	916.271	3448.53	-0	0.00784335	0	60	1.89575e-07	0.00099981	0	-0.24	8	0.0006	0.082	5.99886e-07	1.5166e-06	3.6e-05	0.000396	916.271	3448.53	915.926	-63.0359	-46.0243	0.311023	338.429	0.921296	0.0787037	0.875	0.121142	0.00231481	0.00154321	1	0	0	0.344853	0.347963	3448.53	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.494779	0.5	0	0	0	0	0	0	0	0	0	4.5	46.4584	87.9113	86.9442	26.6739	11.6361	8.64321	7.66729	0.0447629	0.33514	0.369504	0.126689	0.251164	0.759307	2.61343	-0	-0	0.0241779	0.0753379	0.0601512	0.0598575	0.0487961
8.26	0	0	916.271	2625.74	-0	0.00784731	0	60	1.80765e-07	0.000999819	0	-0.25	8	0.0006	0.082	5.99892e-07	1.44612e-06	3.6e-05	0.000396	916.271	2625.74	916.008	-62.2434	-45.8909	0.222163	404.13	0.944444	0.0555556	0.891975	0.104938	0.00154321	0.00154321	1	0	0	0.262574	0.264796	2625.74	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.49325	0.5	0	0	0	0	0	0	0	0	0	4.5	35.3349	87.2999	86.3137	26.8192	11.6644	8.64699	7.67338	0.0447629	0.334895	0.369001	0.126833	0.251167	0.759421	2.61392	-0	-0	0.0246553	0.0743681	0.0606192	0.0603484	0.0486805
8.27	0	0	916.271	2049.2	-0	0.00785127	0	60	1.72632e-07	0.000999827	0	-0.26	8	0.0006	0.082	5.99896e-07	1.38106e-06	3.6e-05	0.000396	916.271	2049.2	916.066	-61.694	-45.7975	0.139478	654.421	0.951389	0.0486111	0.901235	0.0964506	0.000771605	0.00154321	1	0	0	0.20492	0.206315	2049.2	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.491709	0.5	0	0	0	0	0	0	0	0	0	4.5	27.4861	86.6832	85.6978	26.9505	11.6905	8.65097	7.67946	0.0447629	0.334649	0.368509	0.126963	0.251169	0.759541	2.61441	-0	-0	0.0246354	0.073434	0.0610401	0.0607909	0.0485752
8.28	0	0	916.271	1544.32	-0	0.00785523	0	60	1.65125e-07	0.000999835	0	-0.27	8	0.0006	0.082	5.99901e-07	1.321e-06	3.6e-05	0.000396	916.271	1544.32	916.116	-60.9349	-45.7157	0.186187	-317.553	0.965278	0.0347222	0.916667	0.0817901	0.00154321	0	1	0	0	0.154432	0.156294	1544.32	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.490175	0.5	0	0	0	0	0	0	0	0	0	4.5	20.9297	86.0693	85.0919	27.0686	11.7145	8.65511	7.68553	0.0447629	0.334403	0.368025	0.12708	0.251172	0.759666	2.61489	-0	-0	0.0244362	0.072529	0.0614166	0.0611878	0.0484792
8.29	0	0	916.271	1154.89	-0	0.00785919	0	60	1.58195e-07	0.000999842	0	-0.28	8	0.0006	0.082	5.99905e-07	1.26556e-06	3.6e-05	0.000396	916.271	1154.89	916.155	-60.6966	-45.6527	0.0627867	527.04	0.93287	0.0671296	0.910494	0.0856481	0.00231481	0.00154321	1	0	0	0.115489	0.116117	1154.89	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.488655	0.5	0	0	0	0	0	0	0	0	0	4.5	15.4486	85.4613	84.4943	27.1743	11.7365	8.65942	7.69158	0.0447629	0.33416	0.367548	0.127184	0.251174	0.759796	2.61538	-0	-0	0.0241757	0.07165	0.061751	0.0615417	0.0483917
8.3	0	0	916.271	1096.19	-0	0.00786217	0	60	1.51798e-07	0.000999848	0	-0.29	8	0.0006	0.082	5.99909e-07	1.21438e-06	3.6e-05	0.000396	916.271	1096.19	916.161	-60.6234	-45.6432	0.0662093	434.098	0.956019	0.0439815	0.873457	0.122685	0.00231481	0.00154321	1	0	0	0.109619	0.110281	1096.19	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.487153	0.5	0	0	0	0	0	0	0	0	0	4.5	14.681	84.86	83.9041	27.268	11.7566	8.66386	7.69763	0.0447629	0.33392	0.367076	0.127277	0.251176	0.759929	2.61586	-0	-0	0.0238976	0.0707951	0.0620457	0.0618548	0.0483116
8.31	0	0	916.271	1022.85	-0	0.00786514	0	60	1.45892e-07	0.000999854	0	-0.3	8	0.0006	0.082	5.99912e-07	1.16714e-06	3.6e-05	0.000396	916.271	1022.85	916.168	-60.5623	-45.6313	-0.00490056	1071.86	0.944444	0.0555556	0.898148	0.0979938	0	0.00385802	1	0	0	0.102285	0.102236	1022.85	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.485668	0.5	0	0	0	0	0	0	0	0	0	4.5	13.5214	84.2657	83.321	27.3506	11.7749	8.66843	7.70366	0.0447629	0.333683	0.36661	0.127358	0.251178	0.760067	2.61634	-0	-0	0.0236177	0.069963	0.0623027	0.0621293	0.0482383
8.32	0	0	916.271	995.212	-0	0.00786811	0	60	1.40441e-07	0.00099986	0	-0.31	8	0.0006	0.082	5.99916e-07	1.12353e-06	3.6e-05	0.000396	916.271	995.212	916.171	-60.5569	-45.6268	0.029229	702.922	0.946759	0.0532407	0.876543	0.118056	0.00154321	0.00385802	1	0	0	0.0995212	0.0998135	995.212	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.484201	0.5	0	0	0	0	0	0	0	0	0	4.5	13.2465	83.6784	82.7447	27.4225	11.7915	8.67311	7.70969	0.0447629	0.333448	0.36615	0.127429	0.251179	0.760207	2.61682	-0	-0	0.0233419	0.0691528	0.062524	0.0623674	0.0481709
8.33	0	0	916.271	1120.55	-0	0.00787109	0	60	1.35409e-07	0.000999865	0	-0.32	8	0.0006	0.082	5.99919e-07	1.08327e-06	3.6e-05	0.000396	916.271	1120.55	916.159	-60.7358	-45.6471	-0.0628471	1749.03	0.946759	0.0532407	0.876543	0.118056	0.00154321	0.00385802	1	0	0	0.112055	0.111427	1120.55	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.482752	0.5	0	0	0	0	0	0	0	0	0	4.5	14.6601	83.0979	82.175	27.4843	11.8064	8.67788	7.71571	0.0447629	0.333216	0.365695	0.12749	0.251181	0.760351	2.6173	-0	-0	0.0230719	0.0683634	0.0627116	0.0625708	0.0481086
8.34	0	0	916.271	1137.45	-0	0.00787406	0	60	1.30764e-07	0.000999869	0	-0.33	8	0.0006	0.082	5.99922e-07	1.04611e-06	3.6e-05	0.000396	916.271	1137.45	916.157	-60.72	-45.6499	0.00834603	1053.99	0.953704	0.0462963	0.896605	0.099537	0.000771605	0.00308642	1	0	0	0.113745	0.113828	1137.45	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.481319	0.5	0	0	0	0	0	0	0	0	0	4.5	15.073	82.5241	81.6117	27.5366	11.8198	8.68274	7.72172	0.0447629	0.332987	0.365245	0.127541	0.251182	0.760497	2.61779	-0	-0	0.0228085	0.0675939	0.0628673	0.0627416	0.0480509
8.35	0	0	916.271	916.16	-0	0.00787802	0	60	1.26476e-07	0.000999874	0	-0.34	8	0.0006	0.082	5.99924e-07	1.01181e-06	3.6e-05	0.000396	916.271	916.16	916.179	-60.3262	-45.614	0.0828902	87.2573	0.986111	0.0138889	0.907407	0.091821	0	0.000771605	1	0	0	0.091616	0.0924449	916.16	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.479903	0.5	0	0	0	0	0	0	0	0	0	4.5	12.3431	81.9568	81.0547	27.5799	11.8317	8.68766	7.72772	0.0447629	0.33276	0.364799	0.127584	0.251183	0.760645	2.61827	-0	-0	0.0225515	0.0668435	0.0629928	0.0628814	0.0479971
8.36	0	0	916.271	676.519	-0	0.00788198	0	60	1.22517e-07	0.000999877	0	-0.35	8	0.0006	0.082	5.99926e-07	9.80139e-07	3.6e-05	0.000396	916.271	676.519	916.203	-60.0348	-45.5753	0.0782059	-105.54	0.990741	0.00925926	0.899691	0.100309	0	0	1	0	0	0.0676519	0.068434	676.519	0.1	0.0116836	0.0176339	0.0687326	160981	0.663749	-1.21182	0.547727	0.632769	-0	0.0729549	4.38168	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.478503	0.5	0	0	0	0	0	0	0	0	0	4.5	9.15974	81.3958	80.5038	27.6147	11.8422	8.69265	7.73372	0.0447629	0.332536	0.364359	0.127618	0.251184	0.760795	2.61875	-0	-0	0.0223009	0.0661114	0.0630897	0.062992	0.0479466
